image_url	page_id	image_id
https://raw.githubusercontent.com/jhudsl/ITCR_Course_Template_Bookdown/cansavvy/add-rgoogleslides/_bookdown_files/02-chapter_of_course_files/figure-html/unnamed-chunk-2-1.png	SLIDES_API1614901996_0	SLIDES_API1190365750_0
https://raw.githubusercontent.com/jhudsl/ITCR_Course_Template_Bookdown/cansavvy/add-rgoogleslides/_bookdown_files/02-chapter_of_course_files/figure-html/unnamed-chunk-3-1.png	SLIDES_API2017695831_0	SLIDES_API11001633_0
